parent_entity,parent_id,parent_rel,rel_type,id,code,codeSystem,codeSystemVersion,decode,instanceType
InterventionalStudyDesign,InterventionalStudyDesign_2,subTypes,definition,Code_3168,C201484,http://www.cdisc.org,2024-03-29,MASS BALANCE,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,subTypes,definition,Code_3169,C49662,http://www.cdisc.org,2024-03-29,PHARMACODYNAMIC,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,subTypes,definition,Code_3170,C39493,http://www.cdisc.org,2024-03-29,PHARMACOECONOMIC,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,subTypes,definition,Code_3171,C129001,http://www.cdisc.org,2024-03-29,PHARMACOGENETIC,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,subTypes,definition,Code_3172,C49661,http://www.cdisc.org,2024-03-29,PHARMACOGENOMIC,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,subTypes,definition,Code_3173,C49663,http://www.cdisc.org,2024-09-27,PHARMACOKINETIC,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,subTypes,definition,Code_3174,C161477,http://www.cdisc.org,2024-09-27,POSITION EFFECT,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,subTypes,definition,Code_3175,C49657,http://www.cdisc.org,2024-09-27,PREVENTION,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,subTypes,definition,Code_3176,C174366,http://www.cdisc.org,2024-09-27,REACTOGENICITY,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,subTypes,definition,Code_3177,C49667,http://www.cdisc.org,2024-09-27,SAFETY,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,subTypes,definition,Code_3178,C161478,http://www.cdisc.org,2024-09-27,SWALLOWING FUNCTION,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,subTypes,definition,Code_3179,C158287,http://www.cdisc.org,2024-09-27,THOROUGH QT,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,subTypes,definition,Code_3180,C98791,http://www.cdisc.org,2024-09-27,TOLERABILITY,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,subTypes,definition,Code_3181,C49656,http://www.cdisc.org,2024-09-27,TREATMENT,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,subTypes,definition,Code_3182,C161479,http://www.cdisc.org,2024-09-27,USABILITY TESTING,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,subTypes,definition,Code_3183,C161480,http://www.cdisc.org,2024-09-27,WATER EFFECT,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,subTypes,definition,Code_3184,C0039X,http://www.cdisc.org,2024-09-27,Extension,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3153,C158283,http://www.cdisc.org,2025-09-26,Adhesion Performance Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3154,C158284,http://www.cdisc.org,2025-09-26,Alcohol Effect Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3155,C49664,http://www.cdisc.org,2025-09-26,Bioavailability Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3156,C49665,http://www.cdisc.org,2025-09-26,Therapeutic Equivalency Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3157,C158288,http://www.cdisc.org,2025-09-26,Biosimilarity Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3158,C158285,http://www.cdisc.org,2025-09-26,Device-Drug Interaction Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3159,C49653,http://www.cdisc.org,2025-09-26,Diagnosis Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3160,C158289,http://www.cdisc.org,2025-09-26,Dose Finding Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3161,C158290,http://www.cdisc.org,2025-09-26,Dose Proportionality Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3162,C127803,http://www.cdisc.org,2025-09-26,Dose Response Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3163,C158286,http://www.cdisc.org,2025-09-26,Drug-Drug Interaction Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3164,C178057,http://www.cdisc.org,2025-09-26,Electrocardiographic Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3165,C49666,http://www.cdisc.org,2025-09-26,Efficacy Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3166,C98729,http://www.cdisc.org,2025-09-26,Food Effect Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3167,C120842,http://www.cdisc.org,2025-09-26,Immunogenicity Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3168,C201484,http://www.cdisc.org,2025-09-26,Mass Balance Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3169,C49662,http://www.cdisc.org,2025-09-26,Pharmacodynamic Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3170,C39493,http://www.cdisc.org,2025-09-26,Pharmacoeconomic Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3171,C129001,http://www.cdisc.org,2025-09-26,Pharmacogenetic Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3172,C49661,http://www.cdisc.org,2025-09-26,Pharmacogenomic Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3173,C49663,http://www.cdisc.org,2025-09-26,Pharmacokinetic Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3174,C161477,http://www.cdisc.org,2025-09-26,Position Effect Trial,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3175,C49657,http://www.cdisc.org,2025-09-26,Prevention Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3176,C174366,http://www.cdisc.org,2025-09-26,Reactogenicity Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3177,C49667,http://www.cdisc.org,2025-09-26,Safety Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3178,C161478,http://www.cdisc.org,2025-09-26,Swallowing Function Trial,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3179,C158287,http://www.cdisc.org,2025-09-26,Thorough QT Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3180,C98791,http://www.cdisc.org,2025-09-26,Tolerability Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3181,C49656,http://www.cdisc.org,2025-09-26,Treatment Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3182,C161479,http://www.cdisc.org,2025-09-26,Usability Testing Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,subTypes,definition,Code_3183,C161480,http://www.cdisc.org,2025-09-26,Water Effect Trial,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,characteristics,definition,Code_157,C99907x1,http://www.cdisc.org,2024-09-27,EXTENSION,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,characteristics,definition,Code_158,C98704,http://www.cdisc.org,2024-09-27,ADAPTIVE,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,characteristics,definition,Code_683,C99907x1,http://www.cdisc.org,2024-09-27,EXTENSION,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,characteristics,definition,Code_684,C98704,http://www.cdisc.org,2024-09-27,ADAPTIVE,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,characteristics,definition,Code_866,C99907x1,http://www.cdisc.org,2024-09-27,EXTENSION,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,characteristics,definition,Code_867,C98704,http://www.cdisc.org,2024-09-27,ADAPTIVE,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,intentTypes,definition,Code_2152,C15714,http://www.cdisc.org,2023-12-15,BASIC SCIENCE,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,intentTypes,definition,Code_2156,C170629,http://www.cdisc.org,2024-03-29,DISEASE MODIFYING,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,intentTypes,definition,Code_2160,C71485,http://www.cdisc.org,2024-09-27,SCREENING,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,model,definition,Code_156,C82639,http://www.cdisc.org,2024-09-27,Parallel Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,model,definition,Code_843,C82640,http://www.cdisc.org,2024-09-27,SINGLE GROUP,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,model,definition,Code_1026,C82640,http://www.cdisc.org,2024-09-27,SINGLE GROUP,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,studyType,definition,Code_159,C98388,http://www.cdisc.org,2024-09-27,Interventional Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,studyType,definition,Code_679,C98388,http://www.cdisc.org,2024-09-27,Interventional Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,studyType,definition,Code_862,C98388,http://www.cdisc.org,2024-09-27,Interventional Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,therapeuticAreas,definition,Code_149,MILD_MOD_ALZ,SPONSOR,12,Mild to Moderate Alzheimer's Disease,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,therapeuticAreas,definition,Code_150,26929004,SNOMED,"January 31, 2018",Alzheimer's disease,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,therapeuticAreas,definition,Code_681,MILD_MOD_ALZ,SPONSOR,12,Mild to Moderate Alzheimer's Disease,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,therapeuticAreas,definition,Code_682,26929004,SNOMED,"January 31, 2018",Alzheimer's disease,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,therapeuticAreas,definition,Code_864,MILD_MOD_ALZ,SPONSOR,12,Mild to Moderate Alzheimer's Disease,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,therapeuticAreas,definition,Code_865,26929004,SNOMED,"January 31, 2018",Alzheimer's disease,Code
