parent_entity,parent_id,parent_rel,rel_type,id,code,codeSystem,codeSystemVersion,decode,instanceType
InterventionalStudyDesign,InterventionalStudyDesign_4,intentTypes,definition,Code_2153,C49654,http://www.cdisc.org,2025-09-26,Cure Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,intentTypes,definition,Code_2154,C139174,http://www.cdisc.org,2025-09-26,Device Feasibility Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,intentTypes,definition,Code_2155,C49653,http://www.cdisc.org,2025-09-26,Diagnosis Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,intentTypes,definition,Code_2156,C170629,http://www.cdisc.org,2025-09-26,Disease Modifying Treatment Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,intentTypes,definition,Code_2157,C15245,http://www.cdisc.org,2025-09-26,Health Services Research,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,intentTypes,definition,Code_2158,C49655,http://www.cdisc.org,2025-09-26,Adverse Effect Mitigation Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,intentTypes,definition,Code_2159,C49657,http://www.cdisc.org,2025-09-26,Prevention Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,intentTypes,definition,Code_2160,C71485,http://www.cdisc.org,2025-09-26,Screening Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,intentTypes,definition,Code_2161,C71486,http://www.cdisc.org,2025-09-26,Supportive Care Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_4,intentTypes,definition,Code_2162,C49656,http://www.cdisc.org,2025-09-26,Treatment Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,characteristics,definition,Code_157,C99907x1,http://www.cdisc.org,2024-09-27,EXTENSION,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,characteristics,definition,Code_158,C98704,http://www.cdisc.org,2024-09-27,ADAPTIVE,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,characteristics,definition,Code_683,C99907x1,http://www.cdisc.org,2024-09-27,EXTENSION,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,characteristics,definition,Code_684,C98704,http://www.cdisc.org,2024-09-27,ADAPTIVE,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,characteristics,definition,Code_866,C99907x1,http://www.cdisc.org,2024-09-27,EXTENSION,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,characteristics,definition,Code_867,C98704,http://www.cdisc.org,2024-09-27,ADAPTIVE,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,model,definition,Code_156,C82639,http://www.cdisc.org,2024-09-27,Parallel Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,model,definition,Code_843,C82640,http://www.cdisc.org,2024-09-27,SINGLE GROUP,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,model,definition,Code_1026,C82640,http://www.cdisc.org,2024-09-27,SINGLE GROUP,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,studyType,definition,Code_159,C98388,http://www.cdisc.org,2024-09-27,Interventional Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,studyType,definition,Code_679,C98388,http://www.cdisc.org,2024-09-27,Interventional Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,studyType,definition,Code_862,C98388,http://www.cdisc.org,2024-09-27,Interventional Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,subTypes,definition,Code_153,C49666,http://www.cdisc.org,2024-09-27,Efficacy Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,subTypes,definition,Code_154,C49667,http://www.cdisc.org,2024-09-27,Safety Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,subTypes,definition,Code_155,C49663,http://www.cdisc.org,2024-09-27,Pharmacokinetic Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,subTypes,definition,Code_840,C49666,http://www.cdisc.org,2024-09-27,Efficacy Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,subTypes,definition,Code_841,C49667,http://www.cdisc.org,2024-09-27,Safety Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,subTypes,definition,Code_842,C49663,http://www.cdisc.org,2024-09-27,Pharmacokinetic Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,subTypes,definition,Code_1023,C49666,http://www.cdisc.org,2024-09-27,Efficacy Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,subTypes,definition,Code_1024,C49667,http://www.cdisc.org,2024-09-27,Safety Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,subTypes,definition,Code_1025,C49663,http://www.cdisc.org,2024-09-27,Pharmacokinetic Study,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,therapeuticAreas,definition,Code_149,MILD_MOD_ALZ,SPONSOR,12,Mild to Moderate Alzheimer's Disease,Code
InterventionalStudyDesign,InterventionalStudyDesign_1,therapeuticAreas,definition,Code_150,26929004,SNOMED,"January 31, 2018",Alzheimer's disease,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,therapeuticAreas,definition,Code_681,MILD_MOD_ALZ,SPONSOR,12,Mild to Moderate Alzheimer's Disease,Code
InterventionalStudyDesign,InterventionalStudyDesign_2,therapeuticAreas,definition,Code_682,26929004,SNOMED,"January 31, 2018",Alzheimer's disease,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,therapeuticAreas,definition,Code_864,MILD_MOD_ALZ,SPONSOR,12,Mild to Moderate Alzheimer's Disease,Code
InterventionalStudyDesign,InterventionalStudyDesign_3,therapeuticAreas,definition,Code_865,26929004,SNOMED,"January 31, 2018",Alzheimer's disease,Code
