DDF00243,,4.0,PUBLISHED,CORE-001026
DDF00244,,4.0,PUBLISHED,CORE-001073
DDF00245,,4.0,PUBLISHED,CORE-001041
DDF00246,,4.0,PUBLISHED,CORE-001074
DDF00247,,4.0,PUBLISHED,CORE-000945
DDF00248,,4.0,PUBLISHED,CORE-001027
DDF00249,,4.0,PUBLISHED,CORE-001028
DDF00251,,4.0,PUBLISHED,CORE-001029
DDF00252,,4.0,PUBLISHED,CORE-001030
DDF00253,,4.0,PUBLISHED,CORE-001010
DDF00254,,4.0,PUBLISHED,CORE-001062
DDF00255,,4.0,PUBLISHED,CORE-001011
DDF00256,,4.0,PUBLISHED,CORE-001031
DDF00257,,4.0,PUBLISHED,CORE-001032
DDF00258,,4.0,PUBLISHED,CORE-001033
DDF00259,,4.0,PUBLISHED,CORE-001063
DDF00260,,4.0,PUBLISHED,CORE-001075
DDF00261,,4.0,PUBLISHED,CORE-001042
DDF00262,,4.0,DRAFT,
DDF00263,,4.0,PUBLISHED,CORE-001076
USDM_TEMPLATE,3.0,4.0,DRAFT,
