parent_entity,parent_id,parent_rel,rel_type,id,name,label,description,notes,definedProcedures,biomedicalConceptIds,bcSurrogateIds,bcCategoryIds,childIds,previousId,nextId,timelineId,instanceType
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_67,A67,,,FALSE,True,False,True,True,,Activity_66,Activity_69,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_69,A69,,,FALSE,True,False,True,False,True,Activity_67,Activity_70,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_70,A70,,,FALSE,True,False,True,False,False,Activity_69,Activity_71,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_71,A71,,,FALSE,True,False,True,False,,Activity_70,Activity_73,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_73,A73,,,FALSE,True,False,True,,True,Activity_71,Activity_74,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_74,A74,,,FALSE,True,False,True,,False,Activity_73,Activity_75,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_75,A75,,,FALSE,True,False,True,,,Activity_74,Activity_81,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_81,A81,,,FALSE,True,False,False,True,True,Activity_75,Activity_82,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_82,A82,,,FALSE,True,False,False,True,False,Activity_81,Activity_83,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_83,A83,,,FALSE,True,False,False,True,,Activity_82,Activity_85,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_85,A85,,,FALSE,True,False,False,False,True,Activity_83,Activity_86,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_86,A86,,,FALSE,True,False,False,False,False,Activity_85,Activity_87,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_87,A87,,,FALSE,True,False,False,False,,Activity_86,Activity_89,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_89,A89,,,FALSE,True,False,False,,True,Activity_87,Activity_90,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_90,A90,,,FALSE,True,False,False,,False,Activity_89,Activity_91,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_91,A91,,,FALSE,True,False,False,,,Activity_90,Activity_97,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_97,A97,,,FALSE,True,False,,True,True,Activity_91,Activity_98,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_98,A98,,,FALSE,True,False,,True,False,Activity_97,Activity_99,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_99,A99,,,FALSE,True,False,,True,,Activity_98,Activity_101,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_101,A101,,,FALSE,True,False,,False,True,Activity_99,Activity_102,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_102,A102,,,FALSE,True,False,,False,False,Activity_101,Activity_103,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_103,A103,,,FALSE,True,False,,False,,Activity_102,Activity_105,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_105,A105,,,FALSE,True,False,,,True,Activity_103,Activity_106,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_106,A106,,,FALSE,True,False,,,False,Activity_105,Activity_107,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_107,A107,,,FALSE,True,False,,,,Activity_106,Activity_129,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_129,A129,,,FALSE,True,,True,True,True,Activity_107,Activity_130,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_130,A130,,,FALSE,True,,True,True,False,Activity_129,Activity_131,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_131,A131,,,FALSE,True,,True,True,,Activity_130,Activity_133,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_133,A133,,,FALSE,True,,True,False,True,Activity_131,Activity_134,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_134,A134,,,FALSE,True,,True,False,False,Activity_133,Activity_135,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_135,A135,,,FALSE,True,,True,False,,Activity_134,Activity_137,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_137,A137,,,FALSE,True,,True,,True,Activity_135,Activity_138,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_138,A138,,,FALSE,True,,True,,False,Activity_137,Activity_139,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_139,A139,,,FALSE,True,,True,,,Activity_138,Activity_145,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_145,A145,,,FALSE,True,,False,True,True,Activity_139,Activity_146,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_146,A146,,,FALSE,True,,False,True,False,Activity_145,Activity_147,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_147,A147,,,FALSE,True,,False,True,,Activity_146,Activity_149,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_149,A149,,,FALSE,True,,False,False,True,Activity_147,Activity_150,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_150,A150,,,FALSE,True,,False,False,False,Activity_149,Activity_151,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_151,A151,,,FALSE,True,,False,False,,Activity_150,Activity_153,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_153,A153,,,FALSE,True,,False,,True,Activity_151,Activity_154,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_154,A154,,,FALSE,True,,False,,False,Activity_153,Activity_155,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_155,A155,,,FALSE,True,,False,,,Activity_154,Activity_161,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_161,A161,,,FALSE,True,,,True,True,Activity_155,Activity_162,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_162,A162,,,FALSE,True,,,True,False,Activity_161,Activity_163,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_163,A163,,,FALSE,True,,,True,,Activity_162,Activity_165,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_165,A165,,,FALSE,True,,,False,True,Activity_163,Activity_166,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_166,A166,,,FALSE,True,,,False,False,Activity_165,Activity_167,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_167,A167,,,FALSE,True,,,False,,Activity_166,Activity_169,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_169,A169,,,FALSE,True,,,,True,Activity_167,Activity_170,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_170,A170,,,FALSE,True,,,,False,Activity_169,Activity_171,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_171,A171,,,FALSE,True,,,,,Activity_170,Activity_257,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_257,A257,,,FALSE,False,True,True,True,True,Activity_171,Activity_258,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_258,A258,,,FALSE,False,True,True,True,False,Activity_257,Activity_259,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_259,A259,,,FALSE,False,True,True,True,,Activity_258,Activity_261,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_261,A261,,,FALSE,False,True,True,False,True,Activity_259,Activity_262,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_262,A262,,,FALSE,False,True,True,False,False,Activity_261,Activity_263,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_263,A263,,,FALSE,False,True,True,False,,Activity_262,Activity_265,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_265,A265,,,FALSE,False,True,True,,True,Activity_263,Activity_266,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_266,A266,,,FALSE,False,True,True,,False,Activity_265,Activity_267,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_267,A267,,,FALSE,False,True,True,,,Activity_266,Activity_273,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_273,A273,,,FALSE,False,True,False,True,True,Activity_267,Activity_274,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_274,A274,,,FALSE,False,True,False,True,False,Activity_273,Activity_275,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_275,A275,,,FALSE,False,True,False,True,,Activity_274,Activity_277,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_277,A277,,,FALSE,False,True,False,False,True,Activity_275,Activity_278,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_278,A278,,,FALSE,False,True,False,False,False,Activity_277,Activity_279,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_279,A279,,,FALSE,False,True,False,False,,Activity_278,Activity_281,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_281,A281,,,FALSE,False,True,False,,True,Activity_279,Activity_282,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_282,A282,,,FALSE,False,True,False,,False,Activity_281,Activity_283,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_283,A283,,,FALSE,False,True,False,,,Activity_282,Activity_289,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_289,A289,,,FALSE,False,True,,True,True,Activity_283,Activity_290,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_290,A290,,,FALSE,False,True,,True,False,Activity_289,Activity_291,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_291,A291,,,FALSE,False,True,,True,,Activity_290,Activity_293,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_293,A293,,,FALSE,False,True,,False,True,Activity_291,Activity_294,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_294,A294,,,FALSE,False,True,,False,False,Activity_293,Activity_295,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_295,A295,,,FALSE,False,True,,False,,Activity_294,Activity_297,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_297,A297,,,FALSE,False,True,,,True,Activity_295,Activity_298,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_298,A298,,,FALSE,False,True,,,False,Activity_297,Activity_299,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_299,A299,,,FALSE,False,True,,,,Activity_298,Activity_321,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_321,A321,,,FALSE,False,False,True,True,True,Activity_299,Activity_322,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_322,A322,,,FALSE,False,False,True,True,False,Activity_321,Activity_323,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_323,A323,,,FALSE,False,False,True,True,,Activity_322,Activity_325,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_325,A325,,,FALSE,False,False,True,False,True,Activity_323,Activity_326,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_326,A326,,,FALSE,False,False,True,False,False,Activity_325,Activity_327,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_327,A327,,,FALSE,False,False,True,False,,Activity_326,Activity_329,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_329,A329,,,FALSE,False,False,True,,True,Activity_327,Activity_330,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_330,A330,,,FALSE,False,False,True,,False,Activity_329,Activity_331,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_331,A331,,,FALSE,False,False,True,,,Activity_330,Activity_337,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_337,A337,,,FALSE,False,False,False,True,True,Activity_331,Activity_338,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_338,A338,,,FALSE,False,False,False,True,False,Activity_337,Activity_339,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_339,A339,,,FALSE,False,False,False,True,,Activity_338,Activity_341,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_341,A341,,,FALSE,False,False,False,False,True,Activity_339,Activity_345,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_345,A345,,,FALSE,False,False,False,,True,Activity_341,Activity_353,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_353,A353,,,FALSE,False,False,,True,True,Activity_345,Activity_354,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_354,A354,,,FALSE,False,False,,True,False,Activity_353,Activity_355,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_355,A355,,,FALSE,False,False,,True,,Activity_354,Activity_357,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_357,A357,,,FALSE,False,False,,False,True,Activity_355,Activity_361,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_361,A361,,,FALSE,False,False,,,True,Activity_357,Activity_385,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_385,A385,,,FALSE,False,,True,True,True,Activity_361,Activity_386,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_386,A386,,,FALSE,False,,True,True,False,Activity_385,Activity_387,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_387,A387,,,FALSE,False,,True,True,,Activity_386,Activity_389,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_389,A389,,,FALSE,False,,True,False,True,Activity_387,Activity_390,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_390,A390,,,FALSE,False,,True,False,False,Activity_389,Activity_391,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_391,A391,,,FALSE,False,,True,False,,Activity_390,Activity_393,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_393,A393,,,FALSE,False,,True,,True,Activity_391,Activity_394,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_394,A394,,,FALSE,False,,True,,False,Activity_393,Activity_395,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_395,A395,,,FALSE,False,,True,,,Activity_394,Activity_401,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_401,A401,,,FALSE,False,,False,True,True,Activity_395,Activity_402,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_402,A402,,,FALSE,False,,False,True,False,Activity_401,Activity_403,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_403,A403,,,FALSE,False,,False,True,,Activity_402,Activity_405,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_405,A405,,,FALSE,False,,False,False,True,Activity_403,Activity_409,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_409,A409,,,FALSE,False,,False,,True,Activity_405,Activity_417,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_417,A417,,,FALSE,False,,,True,True,Activity_409,Activity_418,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_418,A418,,,FALSE,False,,,True,False,Activity_417,Activity_419,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_419,A419,,,FALSE,False,,,True,,Activity_418,Activity_421,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_421,A421,,,FALSE,False,,,False,True,Activity_419,Activity_425,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_425,A425,,,FALSE,False,,,,True,Activity_421,Activity_513,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_513,A513,,,FALSE,,True,True,True,True,Activity_425,Activity_514,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_514,A514,,,FALSE,,True,True,True,False,Activity_513,Activity_515,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_515,A515,,,FALSE,,True,True,True,,Activity_514,Activity_517,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_517,A517,,,FALSE,,True,True,False,True,Activity_515,Activity_518,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_518,A518,,,FALSE,,True,True,False,False,Activity_517,Activity_519,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_519,A519,,,FALSE,,True,True,False,,Activity_518,Activity_521,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_521,A521,,,FALSE,,True,True,,True,Activity_519,Activity_522,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_522,A522,,,FALSE,,True,True,,False,Activity_521,Activity_523,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_523,A523,,,FALSE,,True,True,,,Activity_522,Activity_529,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_529,A529,,,FALSE,,True,False,True,True,Activity_523,Activity_530,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_530,A530,,,FALSE,,True,False,True,False,Activity_529,Activity_531,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_531,A531,,,FALSE,,True,False,True,,Activity_530,Activity_533,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_533,A533,,,FALSE,,True,False,False,True,Activity_531,Activity_534,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_534,A534,,,FALSE,,True,False,False,False,Activity_533,Activity_535,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_535,A535,,,FALSE,,True,False,False,,Activity_534,Activity_537,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_537,A537,,,FALSE,,True,False,,True,Activity_535,Activity_538,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_538,A538,,,FALSE,,True,False,,False,Activity_537,Activity_539,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_539,A539,,,FALSE,,True,False,,,Activity_538,Activity_545,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_545,A545,,,FALSE,,True,,True,True,Activity_539,Activity_546,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_546,A546,,,FALSE,,True,,True,False,Activity_545,Activity_547,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_547,A547,,,FALSE,,True,,True,,Activity_546,Activity_549,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_549,A549,,,FALSE,,True,,False,True,Activity_547,Activity_550,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_550,A550,,,FALSE,,True,,False,False,Activity_549,Activity_551,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_551,A551,,,FALSE,,True,,False,,Activity_550,Activity_553,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_553,A553,,,FALSE,,True,,,True,Activity_551,Activity_554,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_554,A554,,,FALSE,,True,,,False,Activity_553,Activity_555,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_555,A555,,,FALSE,,True,,,,Activity_554,Activity_577,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_577,A577,,,FALSE,,False,True,True,True,Activity_555,Activity_578,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_578,A578,,,FALSE,,False,True,True,False,Activity_577,Activity_579,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_579,A579,,,FALSE,,False,True,True,,Activity_578,Activity_581,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_581,A581,,,FALSE,,False,True,False,True,Activity_579,Activity_582,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_582,A582,,,FALSE,,False,True,False,False,Activity_581,Activity_583,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_583,A583,,,FALSE,,False,True,False,,Activity_582,Activity_585,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_585,A585,,,FALSE,,False,True,,True,Activity_583,Activity_586,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_586,A586,,,FALSE,,False,True,,False,Activity_585,Activity_587,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_587,A587,,,FALSE,,False,True,,,Activity_586,Activity_593,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_593,A593,,,FALSE,,False,False,True,True,Activity_587,Activity_594,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_594,A594,,,FALSE,,False,False,True,False,Activity_593,Activity_595,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_595,A595,,,FALSE,,False,False,True,,Activity_594,Activity_597,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_597,A597,,,FALSE,,False,False,False,True,Activity_595,Activity_601,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_601,A601,,,FALSE,,False,False,,True,Activity_597,Activity_609,,Activity
